Unnamed: 0,Affiliate_id,Affiliate_name,Address,City,State,Zip,Country,Website,Phone,Latitude,Longitude,Count_x,Name_x,Overall_percentile_x,Count_y,Name_y,Overall_percentile_y
7699,12935,CrossFit Long,"5 Garden Road, Haidian District",Beijing,Beijing,100088,China,http://www.crossfitlong.com/index/WELCOME.html,-13910620536,39.9714,116.3571,18,ZhenHua Zhou,99.2817,10,Olivia Zou,9.8252
7700,12936,KSSB CrossFit,Leimbacher Straße 86,Bad Salzungen,Thüringen,36433,Germany,http://www.kampfsportschule-berk.de/crossfit-box-kssb-crossfit-crossfit-in-bad-salzungen-eisenach-gerstungen-geisa-dermbach-vacha-schmalkalden/#wasistcrossfit,03691-8290265,50.8124,10.2158,1,Stephan Hampl,0.4812,1,Anne Reinhold,8.4452
7701,12937,West Markham CrossFit,3335 14th Ave,Markham,ON,L3R5M1,Canada,FALSE,(416) 553-7004,43.8337,-79.3433,6,William Brooks,92.1585,8,Olga Alvir,76.8377
7702,12938,CrossFit Truro,Unit 15A Threemilestone Industrial Estate,Truro,Cornwall,TR4 9LD,United Kingdom,FALSE,7414969401,50.2625,-5.1231,12,Ben Willoughby,96.4299,5,Natalia Waniczek,87.6857
7703,12939,CrossFit Creek Bottom,108 Hwy 1221,Marthaville,LA,71450,United States,http://www.crossfitcreekbottom.com/home.html,(318) 426-3063,31.7918,-93.423,,,,,,
7704,12940,CrossFit Trinium West,1595 South Mount Joy Street,Elizabethtown,PA,17022,United States,http://crossfitfirstlaw.com,(215) 869-6709,40.139,-76.5827,,,,,,
7705,12941,CrossFit Goochland,1145 Tricounty Dr,Oilville,VA,23129,United States,http://www.crossfitgoochland.com/,(804) 687-8589,37.6994,-77.7651,8,Joshua Kondakor,89.111,5,Amber Parker,6.1727
7706,12943,Facing Giants CrossFit,65 White Rock Rd,Martinborough,Wairarapa,5781,New Zealand,FALSE,(021) 047-0107,-41.2337,175.4455,5,Matt Guild,81.4168,4,Lydia Guild,80.8467
7707,12944,CrossFit L5,8-780 Burnhamthorpe Road West,Mississauga,ON,L5C3X3,Canada,http://crossfitl5.com/,(416) 885-2633,43.5771,-79.6533,9,erickson velasco,88.6118,10,Natasha Meikle,94.6904
7708,12946,CrossFit Bruket,Arnatveitveien 137,Arna,Hordland,5262,Norway,FALSE,4799150101,,,10,Robert Djonne,87.9089,3,Malene Høysæter,84.2153
7709,12947,I Will CrossFit,6270 Houston Place Ste B,Dublin,CA,94568,United States,http://iwillcrossfit.com/,(510) 585-6424,37.7074,-121.9071,14,Justin Glorioso,95.2475,4,Katie Hogan,95.2937
7710,12948,Autumo CrossFit,690 Walnut Street,Moorpark,CA,93021,United States,http://www.autumocrossfit.com/,(818) 692-3337,34.2863,-118.8808,18,Brock Morrison,94.383,17,Lindsey Valenzuela,99.912
7711,12951,CrossFit Chalk Print,136 Route 50,Seaville,NJ,8230,United States,http://www.crossfitchalkprint.com/,(609) 390-7733,39.2279,-74.7057,15,Steve Cook,97.1444,9,Tonia Nathan,9.1443
7712,12952,CrossFit Rotherham,"Rear Akm Steel Works, Masborough Street",Rotherham,South Yorkshire,S60 1EX,United Kingdom,http://www.crossfitrotherham.com/,01709 208530,53.4315,-1.363,13,Murtaza Nadeem,99.3774,14,Abigail Bailey,90.7125
7713,12955,CrossFit Quo Lab,"Calle Ramón y Cajal, 10",Leganés,Madrid,28911,Spain,FALSE,34646651696,40.3096,-3.7307,5,Raul Miguel Romero García,91.1186,,,
7714,12957,WADBOD CrossFit,7830 W. Ann Rd. Ste 30,Las Vegas,NV,89149,United States,http://www.wadbod.com/,(702) 324-7949,36.264,-115.266,14,John Juadines,89.3731,13,Magda Cardona,7.1721
7715,12958,Arduous CrossFit,14550 W. Barclay St.,Boise,ID,83713,United States,http://arduouscrossfit.com/,(208) 283-5571,43.6578,-116.3637,,,,,,
7716,12959,Rising Six CrossFit,100 Plum Industrial Park,Pittsburgh,PA,15239,United States,http://risingsixcrossfit.com/,(412) 660-1815,40.4468,-79.7106,7,Ryan Kesterholt,98.0334,4,Liz Kalichuk,85.6359
7717,12960,CrossFit Itasca,1247 S Pokegama Ave,Grand Rapids,MN,55744,United States,http://www.crossfititasca.com/,(218) 260-0925,47.2183,-93.5288,7,Matthew Alstad,85.0369,4,Amanda MacDonell,53.0945
7718,12963,Any Body Can CrossFit,"646-20, Yeoksam-dong",Gangnam-gu,Seoul,135-080,"Korea, Republic of",FALSE,8.21043E+11,37.5004,127.0347,19,GeumSeok Woo,91.4535,12,Haiyoung Kim,56.9723
7719,12964,Moa CrossFit,Postvegen 12,Ålesund,Møre og Romsdal,6018,Norway,http://www.moacrossfit.no,+47 45116018,62.4722,6.3472,26,Matias Nakken,93.5339,31,Helga Anfinsen,92.2669
7720,12966,CrossFit Enniskillen,"Unit 2, 125 Tempo Road",Enniskillen,Co Fermanagh,BT74 4RH,United Kingdom,http://www.crossfitenniskillen.com,7715933465,54.3431,-7.6276,16,Lewis McMaster,97.1407,11,Stacey Dunlop,80.517
7721,12968,Stonehenge CrossFit,"Unit 4b/6
Netherhampton Road",Salisbury,Wiltshire,Sp2 8nw,United Kingdom,http://79.170.44.115/stonehengecrossfit.co.uk/,4.47857E+11,51.0612,-1.8081,29,Scott Healey,96.734,21,Katherine Kennedy,99.2025
7722,12969,Sloans Lake CrossFit,"5545 West 56th Avenue, Unit A",Arvada,CO,80002,United States,http://www.sloanslakecrossfit.com,(719) 648-2001,39.7997,-105.0563,4,Ben Buhrow,91.3296,6,Dawn Bridges,85.7006
7723,12970,JRC CrossFit,4171 U.S. 11,Malone,NY,12953,United States,http://www.jrccrossfit.com/,(518) 319-1313,44.8561,-74.264,5,Jeremy Cypher,62.1355,8,Lauren Hughes,87.7495
7724,12971,CrossFit Menace,"7041 Grand River Ave, Suite 450",Brighton,MI,48114,United States,FALSE,(517) 231-9870,42.5688,-83.8137,12,Kyle Dillard,83.4658,15,Stephanie Viener,87.7892
7725,12972,CrossFit Ardeatino,Va Del Bel Poggio 389,Roma,Roma,143,Italy,http://www.crossfitardeatino.com/,3.93333E+11,41.7959,12.5286,45,Daniele Pinto,92.192,17,Alessandra Paniconi,70.7841
7726,12976,CrossFit 2102,Cruquiusweg 37-1,LS Heemstede,Noord-Holland,2102,Netherlands,http://www.crossfit2102.nl/,31610406724,52.3436,4.6311,12,Arjen van der Veen,84.1639,9,Vera Potharst,90.8773
7727,12977,CrossFit Ultim,6 rue Antoine Lavoisier,Combs la ville,France,77380,France,FALSE,(061) 601-7102,48.653,2.5602,1,Cidney Carmasol,31.9312,1,Schirmer Audrey,1.1626
7728,12978,Oxford Brookes University CrossFit,"Brookes Sport, Cheney Lane, Headington",Oxford,Oxfordishire,OX3 0GB,United Kingdom,FALSE,7702874392,,,,,,,,
7729,12980,CrossFit Shadow Valley,"Brecon House, Mamhilad Park Estate",Pontypool,Torfaen,NP4 0HZ,United Kingdom,http://www.crossfitshadowvalley.com/#!home/c66t,7912295067,51.7173,-3.0017,38,Daniel Yates,97.6006,13,Rebecca Haynes,98.4059
7730,12981,BMC CrossFit Steenberg,23 Bell Crescent Westlake Business Park Tokai,Cape Town,Western Cape,7945,South Africa,FALSE,(082) 499-3031,-34.0625,18.4417,9,Michael Romeo,95.4771,9,Laura Seymour,88.1103
7731,12983,CrossFit Granada Hills,10721 Lindley Ave.,Granada Hills,CA,91344,United States,http://crossfitgranadahills.com/,(626) 378-3403,34.265,-118.5275,5,Oscar Mendoza,85.1794,8,Melissa Savage,76.8066
7732,12984,CrossFit Hutto,204 Investment Loop,Hutto,TX,78634,United States,http://www.crossfithutto.com,(512) 743-8841,30.5374,-97.5841,17,Brandon Boone,92.3643,4,Brenny Chapa,79.1326
7733,12985,CrossFit Solaria,10033 Scott Circle,Omaha,NE,68122,United States,http://www.crossfitsolaria.com/,(402) 915-0936,41.3256,-96.0687,3,Mark Petersen,52.9175,4,Shawna Sevier,6.1373
7734,12986,CrossFit Fortaleza,Blvd El Hipódromo No 519 (Col San Benito),San Salvador,San Salvador,,El Salvador,FALSE,+503 2264-6167,13.6898,-89.2436,65,Bryan Palacios,90.3859,29,Patricia Trujillo,94.2209
7735,12987,CrossFit Whangarei,151 Lower Dent Street,Whangarei,Northland,110,New Zealand,FALSE,(027) 429-5412,-35.7271,174.3291,20,Ioane Jobe,98.3811,13,Tracey Stewart,98.4836
7736,12989,Solid Grip CrossFit,Kilometer 15 West Service Road,Parañaque,Metro Manila,1700,Philippines,http://www.solidgripcrossfit.com/,6.32918E+12,14.4894,121.0437,2,james jeffert ong,58.5914,,,
7737,12992,Fortitude CrossFit,1530 Front St.,Slidell,LA,70458,United States,FALSE,(985) 285-4469,30.2814,-89.7809,8,Jeremy Wells,95.197,3,Erin Phillips,93.186
7738,12993,CrossFit Fossil Fuel,150 Sunnycrest Drive,Ridgeland,MS,39157,United States,FALSE,(985) 807-3666,32.4354,-90.123,7,Victor Sanders,96.2672,8,MaryFrances Warren,85.3511
7739,12994,CrossFit Vondelgym West,Overtoom 143,Amsterdam,Noord-Holland,1054,Netherlands,FALSE,31653890211,52.3619,4.8728,12,Jay van het Nederend,89.2838,4,Rowie Meijer,69.4852
7740,12996,CrossFit Onerous,335 Wheeling Ave.,Cambridge,OH,43725,United States,FALSE,(740) 541-1279,40.0251,-81.5976,21,Tyler Hardesty,97.4826,15,Meghan Wagner,85.925
7741,12998,CrossFit Kura,708 South Railroad Avenue,San Mateo,CA,94401,United States,http://kurastrength.com/,(650) 759-3754,37.5629,-122.3187,2,Michael Boice,52.8016,1,Hanh Lam,12.8917
7742,12999,CrossFit Mosman High,"769 Military Rd, Mosman",Sydney,NSW,2088,Australia,http://www.mosmanhighschool.com.au/specialprograms/CrossFit.htm,(042) 111-0277,,,,,,,,
7743,13000,CrossFit Habo,Kalmarvägen 3,Bålsta,Uppsala,74631,Sweden,FALSE,46707932961,59.5595,17.5379,,,,,,
7744,13003,CrossFit Tuzi,"Suseong-gu, Sinmae-dong 57-17",Daegu,Daegu,706-170,"Korea, Republic of",FALSE,8.21034E+11,35.8346,128.7171,3,Jongmin Lee,54.0813,,,
7745,13006,CrossFit La Seyne,"581, Avenue Robert Brun ZI Camp Laurent",La Seyne Sur Mer,Var,83000,France,FALSE,(060) 341-7837,43.1178,5.8767,15,Teddy Bourgeois,97.9132,4,Yulia Maggio,87.3629
7746,13007,CrossFit Avanguardia,"Viale Lombardia, 23",Milan,Milan,20100,Italy,http://www.crossfitavanguardia.com/1/,3.93488E+11,45.4829,9.2234,1,Luca Garofoli,53.7687,,,
7747,13009,CrossFit Pontecorvo,via cannalello,Pontecorvo,Frosinone,3037,Italy,http://www.crossfitpontecorvo.com/,(388) 758-6694,41.4546,13.6638,3,Simone Caramadre,91.9953,1,Maria Pellegrini,14.3909
7748,13010,CrossFit 12 Gauge,3321 Dill Smith St.,Fredericksburg,VA,22408,United States,http://www.Crossfit12gauge.com,(540) 834-8235,38.28,-77.4484,17,David Godoy,96.4639,15,Heather Hudson,98.4042
7749,13011,CrossFit 1727,810 B Boston Turnpike,Shrewsbury,MA,1545,United States,http://www.crossfit1727.com/,(508) 925-0750,42.2777,-71.69,1,John Turner,13.8312,3,Gina Digiacomo,58.0693
7750,13013,CrossFit Bay City,512 Saginaw St,Bay City,MI,48708,United States,Http://www.crossfitbaycity.com/,(989) 971-9900,43.5952,-83.8893,5,Jesse Moggo,97.473,8,Carlyn Mayes,87.318
7751,13014,CrossFit Subdued,11 Randolph Rd,Randolph,MA,2368,United States,http://www.crossfitsubdued.com/,(617) 699-4604,42.1867,-71.0291,21,Christopher McCarron,92.7635,16,Jill Marie Maslowski,94.4927
7752,13015,CrossFit Hard Boiled,172 East Main Street,El Cajon,CA,92020,United States,http://crossfithardboiled.com,(925) 683-9209,32.7952,-116.9607,3,Ron Gaza,81.5959,2,Sharr Martin,57.9735
7753,13016,CrossFit 40033 Casalecchio di Reno,Via G. Fattori n. 7,Casalecchio di Reno,Bologna,40033,Italy,FALSE,3.932E+11,44.4649,11.2704,24,Marco Tabanelli,97.7665,4,Federica Albertini,54.283
7754,13017,CrossFit Mendocino,171 D Brush Street,Ukiah,CA,95482,United States,http://www.crossfitmendocino.com,(707) 272-2685,39.1587,-123.2063,11,Hector Santos,85.5186,16,Adrianna Gozza,79.2543
7755,13018,Fort Irwin CrossFit,127 Inner Loop Rd,Fort Irwin,CA,92310,United States,FALSE,(760) 380-7720,,,,,,,,
7756,13019,CrossFit 1811,4025 Abbey Lane,Astoria,OR,97103,United States,http://www.crossfit1811.com/,(503) 208-9853,46.1942,-123.7967,14,Kyle Bryan,96.6489,14,Alecia Hicks,89.2357
7757,13021,Chi-Town CrossFit,"1828 W. Hubbard Street, Suite B",Chicago,IL,60622,United States,http://www.bluprintfit.com,(352) 256-7166,41.8898,-87.6732,28,Byron Dyce II,97.205,24,Janelle Dyce,94.5342
7758,13023,CrossFit 646,75 W River Rd. suite 101,Tucscon,AZ,85704,United States,http://crossfit646.com/,(520) 612-7056,32.2971,-110.9747,22,Travis Nonn,93.2208,19,Melissa York,99.3475
7759,13024,Pier CrossFit,Trecho 2 Conjunto 32 - Shopping Pier 21,Brasilia,Distrito Federal,70200-002,Brazil,http://www.piercrossfit.com.br,5.56185E+11,-15.8167,-47.848,6,Ramires Tibana,91.1925,5,Lilian Marques,61.3593
7760,13025,A Cara de Perro CrossFit,"Constitución 1763, entre Daniel Muñoz y Dr. Ferrer Serra",Montevideo,Montevideo,11200,Uruguay,http://acaradeperrocrossfit.uy/,58924039378,-34.8962,-56.1749,31,Matias Bouvier,91.8682,6,Pamela Goncalvez,56.0299
7761,13026,Big Time CrossFit,23398 I-20,Wills Point,TX,75169,United States,http://www.bigtimecrossfit.com,(903) 343-3147,32.6063,-95.9462,1,Matt Ward,80.7065,3,Jenn Short,97.0586
7762,13027,CrossFit 1513,4527 Shavano Court,San Antonio,TX,78230,United States,FALSE,(727) 421-3198,29.5695,-98.5691,2,Ronald Stenger,50.7281,1,Li Jett,77.7068
7763,13029,Stirling Road CrossFit,2889 N. Stirling Road,Hollywood,FL,33021,United States,http://www.StirlingRoadCrossFit.com,(706) 763-9320,26.0476,-80.1802,,,,,,
7764,13032,Sever CrossFit,Moskovsky Prospekt 65,Saint-Petersburg,Russia,196084,Russian Federation,FALSE,79214479430,59.9066,30.3179,39,Roman Khrennikov,99.9293,27,Elizaveta Karpova,98.9833
7765,13034,CrossFit Tullamore,Unit 3 Business Axis Park,Tullamore,Co Offaly,IE,Ireland,http://www.evolutiongymtullamore.com/crossfit/,(087) 619-0722,53.288,-7.5209,,,,1,Marie Kennedy,81.7106
7766,13035,CrossFit Dove Valley,"12656 E. Jamison Place, Unit 6",Englewood,CO,80112,United States,http://crossfitdovevalley.com/,(720) 273-6371,39.5763,-104.8412,9,Gavin Guard,97.2433,3,Hannah Thom,94.6153
7767,13036,CrossFit Malle,Turnhoutsebaan 13,Malle,Antwerpen,2390,Belgium,http://www.crossfitmalle.com/,32479280200,51.3013,4.735,28,Ben Van haesendonck,87.7744,13,Ine Van Roy,80.5282
7768,13038,CrossFit Duo,"Shop 7, Damac Waves Tower B, Dubai Marina",Dubai,Dubai,,United Arab Emirates,http://iconicfitness.ae/crossfitduo/,9.71526E+11,25.0814,55.1441,27,Marnus Truter,88.5985,8,Reyhana Harper,92.0287
7769,13039,CrossFit Genova,"Giardini Franco Sartori, 1",Genova,Genova,16152,Italy,http://www.crossfitgenova.eu/wp/,(346) 060-8729,44.4259,8.8749,11,Domenico Sodano,91.4025,5,Valentina Crudi,95.5517
7770,13040,CrossFit 030,Industrieweg 36-03,Maarssen,Utrecht,3606AS,Netherlands,http://www.crossfit-030.nl,(061) 156-7692,52.1287,5.0388,11,Koen van Vliet,87.7686,9,Lindsey Warmenhoven,5.9906
7771,13041,CrossFit Nilopolis,"Lúcio Tavares Street, 435 - Center",Nilopolis,Rio de Janeiro,26530-060,Brazil,FALSE,55(21)24853716,-22.8054,-43.4158,,,,,,
7772,13042,CrossFit Living The Dream Ajax,520 Westney Road. Unit 11,Ajax,ON,L1S 6W5,Canada,http://crossfitlivingthedreamajax.ca,(905) 550-2707,43.8313,-79.0346,25,Simon Barg,98.1344,21,Hali Russell,83.9494
7773,13043,CrossFit CAF,Rua Jerusalém N. 46 - Dom Pedro II,Manaus,Amazonas,69058204,Brazil,FALSE,92984010057,-3.0865,-60.0503,,,,,,
7774,13045,CrossFit Saraland,120 Industrial Parkway,Saraland,AL,36571,United States,http://crossfitsaraland.com/index.html,(251) 341-7146,30.7958,-88.076,20,Addison McDaniel,95.0305,9,Chelsea Lesinger,86.8882
7775,13046,CrossFit Amstelveen,Maalderij 21 C,Amstelveen,Noord Holland,1185ZB,Netherlands,http://i640gym.com/en/get-started/crossfit-amstelveen,31625191900,52.2905,4.8406,4,Kyan Snijder,82.1654,4,Kim Olthof,75.3921
7776,13048,CrossFit Hot Place,"1046-8, Ingye-Dong, Paldal-Gu",Suwon-Si,Gyeonggi-Do,442-834,"Korea, Republic of",http://www.crossfithotplace.com/,010-6759-0115,37.2628,127.0312,12,Sangwon Ko,98.7926,5,Guinam Shin,87.9783
7777,13049,New Era CrossFit,8941 N Chestnut Ave,Fresno,CA,93720,United States,http://neweracrossfit.com/,(559) 917-1045,36.8649,-119.7389,36,Shawn Plummer,98.6948,14,Katie Hollenback,98.4827
7778,13050,Kenai Middle School CrossFit,201 Tinker Lane,Kenai,AK,99611,United States,http://kenaimiddleschool.blogs.kpbsd.k12.ak.us/wpmu/kenai-middle-school-crossfit/,(907) 252-1060,,,,,,,,
7779,13052,CrossFit Lapua,Hakatie 4,Lapua,Finland,62100,Finland,http://www.crossfitlapua.com/,3.58503E+11,62.9724,23.0255,13,Juuso Kärki,96.3804,9,Tanja Ala-Fossi,86.0631
7780,13053,CrossFit Bulawayo,5a Montgomery Road,Hillside,Bulawayo,,Zimbabwe,FALSE,2.63782E+11,-20.2,28.5913,5,Andy Schultz,45.4891,13,Janice Armstrong,85.0731
7781,13055,Caoba CrossFit,CRA 14B # 106-83,Bogota D.C.,Bogota D.C.,110111,Colombia,http://www.caobacrossfit.com/,(57)3103417887,4.6913,-74.0444,16,Nicolas Osorio,96.1874,1,Maria Camila Valencia,94.7611
7782,13056,Central City CrossFit,12470 Hooper Road,Baton Rouge,LA,70818,United States,http://centralcitycrossfit.com/,(225) 892-5965,30.5498,-91.0466,7,Bert McCutcheon,96.1066,6,Dustenn Beard,88.7343
7783,13057,CrossFit Bellator,985 East 141st Street,Glenpool,OK,74033,United States,FALSE,(917) 607-0315,35.9592,-95.9941,26,Torrey Harper,97.2657,37,Whitney Snyder,89.1658
7784,13058,Swift River CrossFit,64 Hobbs Street,Conway,NH,3818,United States,http://www.swiftrivercrossfit.com/,(603) 340-1728,43.9752,-71.1296,6,Robert Hill,44.564,11,Sarah Baker,70.7893
7785,13060,CrossFit Izmit,Yahya Kaptan Mh. ?ehit Ergün Köncü Sk. No:19,?zmit,Kocaeli,41060,Turkey,http://www.crossfitizmit.com/,0090-262-311-4121,40.7676,29.9435,2,Taha Dogan,93.7795,,,
7786,13062,CrossFit Numansdorp,Einsteinstraat 12,Numansdorp,Zuid-holland,3281NJ,Netherlands,http://www.crossfitnumansdorp.com/crossfit,(063) 434-6370,51.7492,4.4507,,,,,,
7787,13063,RDX CrossFit,42840 NC 24-27-73 Highway,Albermarle,NC,28001,United States,http://cyberdynesc.com/?classes=crossfit,(704) 575-5588,35.3407,-80.1429,,,,,,
7788,13065,Sohi CrossFit,425 West Marydale Ave,Soldotna,AK,99669,United States,FALSE,(907) 360-3782,,,,,,,,
7789,13066,CrossFit Voom,1817 Highway 42,Louisville,CO,80027,United States,http://www.moovvital.com/crossfit-voom,(703) 915-7224,39.9878,-105.128,8,Dj Goldfarb,79.8197,3,Teresa Kajewski,43.6724
7790,13071,CrossFit Exchange,2400 Sumner Blvd Ste 105,Raleigh,NC,27616,United States,http://crossfitexchange.com/,(919) 624-3928,35.8755,-78.5891,,,,1,Kaley Warren,86.3712
7791,13073,Streamline CrossFit,600 South Bell Blvd #1,Cedar Park,TX,78613,United States,http://streamlinecrossfit.com,(512) 987-3617,30.5041,-97.8185,24,Isaiah Vidal,99.0026,13,Bethany Shadburne,99.9284
7792,13074,CrossFit Alfieri,Corso Alfieri 125,Asti,Asti,14100,Italy,FALSE,+39 328 4575271,44.9019,8.2092,,,,,,
7793,13075,CrossFit Broadreach,"505 Meadowlands Drive, Unit 104",Hillsborough,NC,27278,United States,http://www.crossfitbroadreach.com/,(919) 418-2004,36.06,-79.0746,9,Patrick Nelson,96.8674,2,Paige Schildkamp,80.7725
7794,13077,CrossFit Gekko,"4 rue Paul Verlaine, ZI n 2",Le Port,Réunion,97420,Réunion,http://www.crossfitgekko.com,3.32627E+13,-20.9418,55.3111,13,Aurelien Fosse,93.2447,4,Vally Houmay'raa,9.3652
7795,13078,CrossFit Hagen,Rehstr. 15,Hagen,NRW,58089,Germany,FALSE,1714949291,51.3522,7.4479,1,Adrian Korzuch,63.0664,4,Julia Lange,9.9728
7796,13080,CrossFit Mossel Bay,"c/o Alhof dr & Marsh St, Bayview Centre",Mossel Bay,Western Cape,6506,South Africa,http://crossfitmosselbay.co.za/,27832865599,-34.1804,22.1327,17,Marius Harmse,9.1462,10,Benica de Long,70.0168
7797,13082,CrossFit Ibague,Urbanización El Vergel Puente Alto Local No. 1,Ibagué,Tolima,,Colombia,http://www.crossfitibague.com.co/,57 313 3338684,4.4407,-75.2441,,,,,,
7798,13083,CrossFit Manresa,"Moixeró 3
Poligon Industrial Riu d'Or
Sant Fruitós de Bages",Catalunya,Barcelona,8272,Spain,FALSE,34680113595,41.7553,1.8806,,,,,,
7799,13084,Black Bolt CrossFit,1248 NW Maynard Rd,Cary,NC,27513,United States,http://blackboltcrossfit.com/,(919) 377-1493,35.7854,-78.8093,16,Jason O'Bannon,97.6251,5,Lydia O'Bannon,97.6421
7800,13086,CrossFit 1912,6501 Linda Vista Rd,San Diego,CA,92111,United States,http://www.francisparker.org/page.cfm?p=1984,(530) 219-1679,,,,,,,,
7801,13089,936 CrossFit,139 Catco Drive,Center,TX,79536,United States,FALSE,(936) 332-1415,31.809,-94.1626,4,Grant Belrose,99.6581,,,
7802,13090,5280 CrossFit,801 Brickyard Circle Suite A,Golden,CO,80403,United States,http://www.5280-crossfit.com/,(303) 204-8937,39.78,-105.2331,13,Jason Grubb,98.337,9,Erin Murphy,86.7674
7803,13093,MBS CrossFit II,6945 Indiana Ct. Unit 100 & 200,Arvada,CO,80007,United States,http://mbscrossfit.com/about-us/locations/arvada/,(720) 323-6282,39.8229,-105.167,14,Kyle Moschetto,87.1545,13,Amanda Pfeiffer,94.9942
7804,13095,CrossFit 3018,"#18, 36 Aberdeen Road",Altona,VIC,3018,Australia,http://www.crossfit3018.com.au/,(040) 065-6750,-37.8608,144.8066,24,Tristan Enright,90.7294,27,Gillian Russom,94.9122
7805,13096,CrossFit BUM,"1F, 829-1, Byeongjeom-dong",Hwaseong-si,Gyeonggi-do,445-160,"Korea, Republic of",FALSE,82 10 4222 1106,37.2112,127.0415,23,Taewon Kim,94.3835,6,Aeran Shin,78.5604
7806,13097,CrossFit 9 7 5,Devins 26,Cressier,Switzerland,2088,Switzerland,http://crossfit975.com/,41799169819,47.0527,7.0421,24,Alexandre Meylan,9.1866,25,Guerne Véronique,88.333
7807,13098,CrossFit Eikestad,"Du Toit Road, Van der Stel Sports Centre",Stellenbosch,Western Cape,7600,South Africa,FALSE,(082) 480-4244,-33.9321,18.8602,34,Carl du Plessis,98.6102,15,Mariska Smit,95.7735
7808,13099,CrossFit Holzkirchen,Raiffeisenstr. 2-4,Holzkirchen,Bavaria,83607,Germany,FALSE,4.98025E+12,47.8808,11.7135,4,Florian Kirschbauer,88.6974,2,Diana Huber,36.565
7809,13100,CrossFit Slash,"Basement 1, North Wing, ShiMao GongSan Mall, 13 GongTi North Road, Chaoyang",Beijing,Beijing,100020,China,http://www.crossfitslash.com/,+86 010 8424 4001,39.9359,116.4495,11,Alec Pinero,94.341,7,Tina Li,72.3886
7810,13102,CrossFit Telefonplan,Tellusborgsvägen 85,Hägersten,Hägersten,126 37,Sweden,http://www.crossfittelefonplan.se/,46768671160,59.2974,18.0037,20,Oskar Martinsson,98.665,13,Felicia Eimecke,95.3118
7811,13103,Dokken CrossFit,Fabriksvej 26,Næstved,,4200,Denmark,http://dokkencrossfit.dk/,4523691943,55.2272,11.7528,11,Filip Navrátil,91.8709,8,Signe Engelhardt,91.724
7812,13106,Super Force CrossFit 2,"Av. Teixeira Mendes, 694 
Bairro Três Figueiras",Porto Alegre,Rio Grande do Sul,91330-450,Brazil,FALSE,5.55198E+11,-30.034,-51.1648,1,Cláudio Fernando Goldman,22.5957,1,Franciela Trevisol,72.8374
7813,13107,CrossFit 1026,609 W. Omaha Avenue,Norfolk,NE,68701,United States,http://www.crossfit1026.com,(402) 992-3140,42.018,-97.4161,11,Scot Gubbels,82.9368,6,Andrea Borgman,70.1075
7814,13108,CrossFit Leveler,145 Ethete Rd.,Fort Washakie,WY,82514,United States,FALSE,(406) 577-6585,,,4,Justin Snyder,8.9633,5,Denyse Bergie,80.3513
7815,13110,St. Peter Emporium CrossFit,101 W. Broadway Ave,St. Peter,MN,56082,United States,http://www.stpeteremporiumcrossfit.com,(507) 381-9527,44.3253,-93.9543,3,Kyle Sonnenburg,80.7905,1,Anna Baer,67.4293
7816,13111,Black Iron CrossFit,279 Main #122,Frisco,TX,75034,United States,http://www.blackironcrossfit.com/,(214) 494-0471,33.1503,-96.89,29,Chris White,89.422,16,Heidi Sterling,88.8931
7817,13112,M20 CrossFit,Unit 20 the Boulevard,Manchester,West Didsbury,M202EU,United Kingdom,http://www.m20crossfit.com/,7973632493,53.4303,-2.2475,19,Ben Hughes,88.4071,6,Chloe Baylis,42.3786
7818,13113,CrossFit Trenches,8674 Orf Road,Lake St Louis,MO,63367,United States,http://crossfittrenches.com/,(314) 960-7789,38.7663,-90.8007,5,John Berra,83.4876,1,Kaela Keubler,52.4982
7819,13114,CrossFit Barbaros,Rua Niteroi 143,São Caetano do Sul,São Paulo,09510-210,Brazil,http://www.crossfitbarbaros.com.br,2786-5743,-23.615,-46.571,22,Nelson Miranda,73.6104,12,Carolina Raucci,94.5428
7820,13115,CrossFit LMB,Corso Umberto 182,Siracusa,Italia,96100,Italy,http://www.crossfitlmb.com/,3.93385E+11,37.0676,15.2815,6,Eugenio Lombardo,91.8464,5,Cristina Locascio,80.6093
7821,13116,CrossFit Fellbach,Stuttgarter Str. 106,Fellbach,BW,70736,Germany,http://crossfit-fellbach.de/,4.91728E+11,48.8121,9.2614,10,Andreas Kramer,9.8219,3,Ulrike Tiemann-Arsenic,41.6666
7822,13118,CrossFit Take Control,2 Boulevard de l'Europe,Wissous,Essonne,91320,France,http://www.crossfittakecontrol.com/,33659569131,48.7266,2.3217,41,Antoine Tami,99.5912,14,Sabrina Nunes,99.6392
7823,13120,CrossFit Point A,"688 Rancheros Drive, Suite C",San Marcos,CA,92029,United States,http://crossfitpointa.com/start.php,(760) 801-9311,33.1406,-117.1457,7,Connor Kogler,86.9535,3,Michelle Burkholder,5.263
7824,13122,CrossFit Last Duel,1 Sherbrooke St. East,Perth,ON,K7H 1A1,Canada,http://www.crossfitlastduel.com/,(613) 430-4136,44.9039,-76.2469,6,Tony Quick,85.5818,2,Pam Quick,75.9004
7825,13123,CrossFit Mont-Tremblant,447 rue Filion,Mont-Tremblant,QC,J8E 3E9,Canada,http://Www.crossfitmont-tremblant.com,(819) 808-9805,46.1192,-74.5889,13,Jeff Charbonneau,96.8887,14,Sonia Lavoie,87.1661
